term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
kompetenz,92,0.0096,0.0084,0.0051,0.007,0.0049,0.0004,0.0014
ökologisch,91,0.0145,0.0001,0.0001,0.015,0.0007,0.0,0.002
fortpflanzung,89,0.0001,0.0001,0.0001,0.013,0.0155,0.0009,0.0
umweltfaktor,89,0.0082,0.0001,0.0001,0.0267,0.0,0.0,0.0
individuum,89,0.0,0.0001,0.0245,0.0001,0.0009,0.0,0.0108
bau,85,0.0001,0.0001,0.0001,0.0094,0.0121,0.0008,0.004
führen,85,0.0003,0.0001,0.0229,0.0001,0.0009,0.0023,0.0079
vielfalt,85,0.0018,0.0001,0.0001,0.0034,0.0072,0.0092,0.0035
abiotisch,84,0.0101,0.0001,0.0001,0.0079,0.0,0.0068,0.0017
evolutionstheorie,84,0.0001,0.0281,0.0045,0.0001,0.0001,0.0,0.0046
veränderung,82,0.0,0.0001,0.0282,0.0001,0.0013,0.0064,0.0013
grundlage,81,0.0084,0.0001,0.0001,0.0001,0.0058,0.0031,0.0052
bildung,80,0.0075,0.0122,0.0046,0.012,0.0,0.0001,0.0007
ausgewählt,77,0.0014,0.0001,0.0001,0.0061,0.0125,0.0029,0.0
angepasst,72,0.0,0.0001,0.0001,0.0001,0.002,0.0,0.0156
faktor,72,0.0066,0.0001,0.0001,0.0021,0.0,0.0086,0.0033
fotosynthese,71,0.0118,0.0001,0.0001,0.0061,0.0,0.0048,0.0
beispiel,70,0.0013,0.0088,0.0001,0.0095,0.0076,0.0,0.0
unterschiedlich,70,0.0001,0.0001,0.0131,0.0001,0.004,0.0067,0.0019
zelle,68,0.0011,0.0003,0.0001,0.0001,0.0041,0.0028,0.0092
genetisch,67,0.0001,0.0001,0.0001,0.0001,0.0,0.0008,0.0156
entstehung,65,0.003,0.0142,0.0001,0.0001,0.0015,0.0,0.005
system,65,0.0001,0.0001,0.0001,0.0001,0.0057,0.0086,0.0025
kommunikation,65,0.0032,0.0001,0.0001,0.0105,0.0,0.0,0.0078
ebene,63,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0151
vergleich,62,0.0016,0.0013,0.0001,0.0002,0.0141,0.0001,0.0001
osva,61,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.015
wirbeltier,59,0.002,0.0001,0.0001,0.003,0.0115,0.0,0.0
fitness,57,0.0,0.0001,0.0329,0.0001,0.0,0.0,0.0
grundlegend,57,0.0087,0.0013,0.0001,0.0001,0.0021,0.0,0.0051
licht,55,0.0026,0.0001,0.0001,0.0201,0.0,0.0,0.0
evolutiv,53,0.0,0.0001,0.004,0.0001,0.0,0.0003,0.0111
lebewe,52,0.002,0.0001,0.0017,0.0001,0.0016,0.0094,0.0
jahreszeit,50,0.0001,0.0001,0.0001,0.0001,0.0,0.0135,0.0
reproduktiv,49,0.0,0.0001,0.0285,0.0001,0.0,0.0,0.0
darstellen,48,0.0001,0.0024,0.0001,0.0017,0.0093,0.0012,0.0
sonne,46,0.0012,0.0001,0.0001,0.0001,0.0,0.0115,0.0
halle,46,0.004,0.0001,0.0001,0.017,0.0,0.0,0.0
lernen,45,0.0021,0.0132,0.0001,0.0001,0.0009,0.0004,0.0028
population,45,0.0001,0.0001,0.0145,0.0014,0.0,0.0,0.004
erklärung,45,0.0,0.0031,0.0001,0.0001,0.0,0.0,0.0097
insekt,45,0.0069,0.0001,0.0001,0.0077,0.0,0.0014,0.0
genpool,44,0.0,0.0001,0.0253,0.0001,0.0,0.0,0.0
fach,41,0.0105,0.0001,0.0063,0.0001,0.0,0.0,0.0
bewegung,40,0.0031,0.0002,0.0001,0.0001,0.0,0.0082,0.0
gymnasial,39,0.0,0.0183,0.0044,0.0009,0.0,0.0,0.0
lernende,36,0.0056,0.0106,0.0001,0.0001,0.0,0.0,0.0
widerstand,36,0.0,0.0178,0.0001,0.0001,0.0002,0.0,0.0
stoffwechsel,33,0.0075,0.0018,0.0001,0.0001,0.0,0.0,0.001
temperatur,33,0.0,0.0001,0.0001,0.0143,0.0,0.0,0.0
notwendig,32,0.0,0.019,0.0001,0.0001,0.0,0.0,0.0
extrem,32,0.0,0.0001,0.0001,0.0001,0.0,0.0089,0.0
gemeinsam,32,0.0,0.0092,0.0001,0.0001,0.0,0.0,0.0039
artbildung,31,0.0,0.0051,0.0083,0.0001,0.0,0.0,0.0015
darwin,31,0.0003,0.0146,0.0001,0.0001,0.0,0.0,0.0
bezug,30,0.0016,0.009,0.0001,0.0019,0.0005,0.0008,0.0
bne,29,0.0021,0.0001,0.0001,0.0109,0.0,0.0,0.0
synthetisch,28,0.0,0.0111,0.003,0.0001,0.0,0.0,0.0
beleg,27,0.0,0.0094,0.0001,0.0001,0.0018,0.0,0.0
fachlehrplan,25,0.0,0.0001,0.0001,0.0129,0.0,0.0,0.0
mitwirken,24,0.0005,0.0001,0.0001,0.0118,0.0,0.0,0.0
nationalsozialismus,24,0.0,0.0115,0.0001,0.0001,0.0,0.0,0.0
digital,24,0.0001,0.0009,0.0001,0.0103,0.0003,0.0001,0.0
leitung,23,0.0014,0.0001,0.0001,0.0094,0.0,0.0,0.0
schuljahrgäng,23,0.0071,0.0001,0.0001,0.0001,0.0,0.0,0.0
unterricht,23,0.0002,0.0001,0.0123,0.0001,0.0,0.0,0.0009
artbegriff,20,0.0,0.0023,0.0088,0.0001,0.0,0.0,0.0
weltkrieg,19,0.0,0.0093,0.0001,0.0001,0.0,0.0,0.0
kurshalbjahr,17,0.0,0.0103,0.0001,0.0001,0.0,0.0,0.0
nationalsozialistisch,16,0.0001,0.0089,0.0001,0.0001,0.0,0.0,0.0
qphase,15,0.0,0.0001,0.0089,0.0001,0.0,0.0,0.0001
lehrplan,14,0.0,0.0001,0.0101,0.0001,0.0,0.0,0.0
vorliegend,14,0.0,0.0001,0.0103,0.0001,0.0,0.0,0.0
rahmenlehrplan,13,0.0,0.0001,0.0094,0.0001,0.0,0.0,0.0
