term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
religion,29,0.0012,0.0009,0.0007,0.001,0.0076,0.0001,0.0015,0.0001,0.0607,0.0002,0.0002,0.0003,0.0014,0.0001,0.0001,0.0007,0.0002,0.002,0.0019,0.0003
begründet,28,0.0013,0.0009,0.0007,0.0009,0.0047,0.0258,0.0015,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0055,0.0562,0.0002,0.0017,0.0034,0.0003
rolle,28,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0131,0.0001,0.0001,0.0064,0.0007,0.0151,0.0016,0.0098,0.0003
typisch,28,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0349,0.0125,0.0002,0.0002,0.0023,0.0001,0.0001,0.0188,0.0007,0.0002,0.0016,0.0001,0.0003
begründen,26,0.0018,0.0009,0.0022,0.0009,0.0001,0.0097,0.0015,0.0001,0.0002,0.0065,0.0188,0.0002,0.0001,0.0001,0.0001,0.0007,0.0003,0.0016,0.0017,0.0356
ethik,26,0.0012,0.0009,0.0009,0.0009,0.0193,0.0001,0.0396,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0002,0.0007,0.0326,0.0016,0.0001,0.0003
gegenwart,26,0.0012,0.0305,0.0007,0.0009,0.0086,0.0171,0.0015,0.0001,0.0002,0.0092,0.0002,0.0001,0.0001,0.0001,0.0111,0.0007,0.0002,0.0016,0.0001,0.0123
herkunft,26,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0298,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
wertvorstellung,26,0.0012,0.0009,0.0007,0.0009,0.0001,0.0182,0.0015,0.0001,0.0151,0.0003,0.0003,0.0001,0.0073,0.0029,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
einstellung,25,0.0014,0.0009,0.0007,0.0009,0.0038,0.0201,0.0015,0.0001,0.0002,0.0002,0.0093,0.0001,0.0026,0.0002,0.0001,0.0007,0.0002,0.0016,0.0111,0.0003
europa,25,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0014,0.0054,0.0004,0.0089,0.0488,0.0108,0.0001,0.0203,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
identifizieren,25,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0116,0.0002,0.003,0.0001,0.0586,0.0002,0.0017,0.0092,0.0003
sexualität,25,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0297,0.0007,0.0154,0.0016,0.0001,0.0003
abbau,24,0.0012,0.0009,0.0113,0.0009,0.0001,0.0087,0.0014,0.0001,0.0002,0.0201,0.0002,0.0091,0.0001,0.0038,0.0004,0.0007,0.0002,0.0016,0.0247,0.0003
erfahrung,24,0.0013,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0061,0.0002,0.0129,0.0001,0.0003,0.0001,0.0007,0.0002,0.0017,0.01,0.0003
imperialismus,24,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0185,0.0001,0.0031,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
antisemitismus,22,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0176,0.0002,0.0072,0.0001,0.0067,0.0029,0.0007,0.0002,0.0016,0.0001,0.0003
bedeutung,22,0.0012,0.0009,0.0007,0.001,0.0001,0.0061,0.0015,0.0001,0.0002,0.0081,0.0002,0.0287,0.0001,0.0001,0.0001,0.0099,0.0002,0.0016,0.0001,0.0003
fremdheit,22,0.0012,0.0009,0.0096,0.0009,0.0001,0.0001,0.0015,0.0001,0.0182,0.0002,0.0002,0.0125,0.0001,0.0011,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
gefühl,22,0.0012,0.0009,0.0007,0.0011,0.0015,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0014,0.0282,0.0007,0.0002,0.0016,0.0001,0.0065
respekt,22,0.0012,0.0009,0.0008,0.0009,0.0314,0.0001,0.0016,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0063,0.0007,0.0002,0.0017,0.0001,0.0003
welt,22,0.0164,0.0009,0.0532,0.001,0.0001,0.0002,0.0014,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0312,0.0001,0.0007,0.0002,0.0016,0.0082,0.0003
hinterfragen,21,0.0012,0.0244,0.0007,0.001,0.0001,0.0159,0.0015,0.0001,0.0002,0.0002,0.0224,0.0001,0.0001,0.0022,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
intoleranz,21,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0229,0.0001,0.0001,0.0007,0.0027,0.0018,0.0001,0.0003
norm,21,0.0012,0.0013,0.0008,0.0009,0.0195,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0041,0.0001,0.0001,0.0001,0.0007,0.0132,0.0016,0.0001,0.0003
denken,20,0.0012,0.0009,0.0007,0.001,0.0002,0.0001,0.0015,0.0382,0.0002,0.0004,0.0002,0.0061,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0072
fremde,20,0.0012,0.0009,0.0007,0.0011,0.0001,0.0001,0.0014,0.0001,0.0051,0.0201,0.0002,0.0001,0.0001,0.0001,0.0108,0.0007,0.0041,0.0016,0.0033,0.0003
geschlechterrolle,20,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0184,0.0001,0.0001,0.0007,0.01,0.0016,0.0001,0.0003
grundlegend,20,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0163,0.0002,0.0002,0.0001,0.0116,0.0001,0.0001,0.0007,0.0002,0.0016,0.0005,0.0069
liebe,20,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0234,0.0007,0.013,0.0016,0.0001,0.0003
menschenrecht,20,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0135,0.0079,0.0001,0.0001,0.0001,0.0007,0.0143,0.0016,0.0001,0.0003
politisch,20,0.0012,0.0009,0.0007,0.0009,0.0001,0.0245,0.0015,0.0233,0.0002,0.0002,0.0002,0.0109,0.0001,0.0001,0.0001,0.0007,0.0121,0.0016,0.0093,0.0003
weltkrieg,20,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0014,0.0001,0.0002,0.0002,0.0002,0.0356,0.0001,0.0013,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
wissen,19,0.0012,0.0009,0.0007,0.0009,0.0035,0.0002,0.0015,0.0001,0.0002,0.0225,0.0002,0.0001,0.0001,0.0001,0.0001,0.0562,0.0002,0.0016,0.0109,0.0003
aggression,18,0.0012,0.0009,0.0355,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0157,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
erörtern,18,0.0012,0.0122,0.0368,0.0351,0.0001,0.0004,0.0015,0.0001,0.0121,0.0237,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
ethnisch,18,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0061,0.0002,0.0001,0.0184,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
frage,18,0.0012,0.0009,0.0007,0.001,0.0036,0.0001,0.0205,0.0001,0.0203,0.003,0.0002,0.002,0.0001,0.0062,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
friedlich,18,0.0012,0.0009,0.0007,0.0009,0.0106,0.0001,0.0015,0.0001,0.0043,0.0002,0.0002,0.0018,0.0067,0.0001,0.0001,0.0007,0.0053,0.0017,0.0001,0.0003
gruppe,18,0.0012,0.0009,0.0007,0.0009,0.0002,0.0102,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0007,0.0002,0.0016,0.074,0.0003
hinblick,18,0.0012,0.0009,0.0007,0.0009,0.0001,0.0002,0.0015,0.0533,0.0002,0.0002,0.0002,0.0049,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
inhalt,18,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0138,0.0002,0.0398,0.0001,0.0001,0.0106,0.0001,0.0099,0.0002,0.0016,0.0001,0.0003
inklusion,18,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.015,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
interesse,18,0.0013,0.0009,0.0007,0.001,0.0001,0.0001,0.0014,0.0001,0.0002,0.0002,0.0002,0.0001,0.0139,0.0001,0.0076,0.0099,0.0002,0.0018,0.0124,0.0003
merkmal,18,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0209,0.0002,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
problem,18,0.0164,0.0009,0.0007,0.0009,0.0038,0.0039,0.0015,0.0001,0.0228,0.0002,0.0002,0.0001,0.0001,0.0064,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
solidarität,18,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.015,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
verstehen,18,0.0164,0.0009,0.0007,0.0009,0.0054,0.007,0.0014,0.0004,0.0002,0.0114,0.0081,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0049,0.0003
voraussetzung,18,0.0012,0.0009,0.0007,0.001,0.0036,0.0001,0.0015,0.0001,0.009,0.0002,0.0141,0.0001,0.0046,0.0001,0.0001,0.0195,0.0003,0.0016,0.0001,0.0003
bewusst,17,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.005,0.0084,0.0172,0.0001,0.0001,0.0001,0.0001,0.0099,0.0003,0.0016,0.0107,0.0039
frieden,17,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0076,0.0001,0.0001,0.0001,0.0007,0.0211,0.0016,0.0001,0.0003
gesellschaft,17,0.0012,0.0009,0.0007,0.0009,0.0163,0.0001,0.0015,0.0001,0.0201,0.0002,0.0002,0.005,0.0001,0.0053,0.0001,0.0007,0.0216,0.0016,0.0028,0.0003
auseinandersetzung,16,0.0012,0.0009,0.01,0.001,0.0001,0.0001,0.0396,0.0001,0.0048,0.0002,0.0415,0.005,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
ausgrenzung,16,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.016,0.0002,0.0002,0.0049,0.0071,0.0001,0.0002,0.0007,0.0002,0.0016,0.0001,0.0003
aussehen,16,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0184,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
eigenschaft,16,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0023,0.0216,0.0007,0.0002,0.0016,0.0001,0.0003
entstehung,16,0.0012,0.0009,0.0008,0.001,0.0001,0.0062,0.0014,0.0001,0.0002,0.0316,0.0002,0.0001,0.0001,0.0001,0.0008,0.0007,0.0002,0.0016,0.0077,0.0003
fremd,16,0.0194,0.0009,0.0007,0.001,0.0001,0.0111,0.0015,0.0003,0.0003,0.0003,0.0002,0.0001,0.0001,0.0061,0.0047,0.0007,0.0002,0.0017,0.0002,0.0003
kulturell,16,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0048,0.0002,0.0281,0.0001,0.0001,0.011,0.0001,0.0007,0.0003,0.0019,0.0001,0.0003
lebensalter,16,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0184,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
lernen,16,0.0164,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0042,0.0368,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
religionszugehörigkeit,16,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0184,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
unkenntnis,16,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0003,0.0002,0.0001,0.0185,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
untersuchen,16,0.0012,0.042,0.0362,0.0009,0.0087,0.0001,0.0015,0.0006,0.0002,0.0002,0.0002,0.0001,0.0068,0.0002,0.0017,0.0007,0.0002,0.0017,0.0002,0.0003
vorstellung,16,0.0012,0.0009,0.0367,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0067,0.0012,0.0079,0.0007,0.0002,0.0017,0.0001,0.0003
deutschland,15,0.0012,0.0009,0.0007,0.0275,0.0001,0.0001,0.0015,0.0058,0.0002,0.0178,0.0002,0.0018,0.0001,0.0019,0.0001,0.0007,0.0002,0.0016,0.0017,0.0003
deutungsmuster,15,0.0012,0.0009,0.0007,0.0009,0.0001,0.022,0.0015,0.0002,0.0002,0.0002,0.0088,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
erkenntnis,15,0.0012,0.0009,0.0007,0.001,0.0002,0.0042,0.0015,0.0234,0.0002,0.0119,0.0002,0.0002,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.004,0.0003
gängig,15,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0173,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
hilfe,15,0.0012,0.0284,0.0019,0.0009,0.0001,0.0132,0.0015,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0017,0.0001,0.0195
interkulturell,15,0.0012,0.0012,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0146,0.0002,0.0002,0.0131,0.0001,0.0001,0.0001,0.0007,0.0003,0.0016,0.0001,0.0003
moralisch,15,0.0012,0.0233,0.001,0.0009,0.0154,0.0001,0.0015,0.0001,0.0044,0.0002,0.0002,0.0001,0.0001,0.0001,0.0032,0.0007,0.0003,0.0016,0.0001,0.0003
nennen,15,0.0012,0.0009,0.0007,0.0011,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0232,0.0007,0.0002,0.0017,0.0001,0.0003
verhalten,15,0.0012,0.0009,0.0098,0.0009,0.0001,0.0001,0.0015,0.0001,0.0163,0.0002,0.0002,0.0001,0.0001,0.0001,0.0032,0.0007,0.0002,0.0016,0.019,0.0003
werteorientierung,15,0.0012,0.0009,0.0007,0.0009,0.0001,0.0187,0.0015,0.0001,0.0002,0.0081,0.0002,0.0001,0.0001,0.0001,0.0011,0.0007,0.0002,0.0016,0.0019,0.0003
grund,14,0.0013,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0124,0.0562,0.0002,0.0016,0.0001,0.0003
ideologisch,14,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0349,0.0002,0.0002,0.0002,0.0054,0.0001,0.0045,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
menschlich,14,0.0012,0.0009,0.0287,0.0009,0.002,0.0001,0.0015,0.0001,0.0002,0.0086,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0005,0.0016,0.0111,0.0003
minderheit,14,0.0012,0.0009,0.0007,0.0278,0.0001,0.0001,0.0015,0.0001,0.026,0.0118,0.0002,0.009,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
religiös,14,0.0012,0.0237,0.0007,0.0009,0.0001,0.0001,0.0015,0.0057,0.0002,0.0061,0.0002,0.0001,0.0001,0.0085,0.0001,0.0007,0.0002,0.0018,0.0001,0.0003
rollenspiel,14,0.0012,0.0009,0.0007,0.001,0.0001,0.0055,0.0015,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.017,0.0007,0.0002,0.0016,0.0001,0.0003
sucht,14,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0014,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0257,0.0001,0.0007,0.0126,0.0016,0.0001,0.0142
veränderung,14,0.0012,0.0009,0.0007,0.001,0.0038,0.0001,0.0015,0.0263,0.0002,0.0002,0.0002,0.0006,0.0048,0.006,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
wahrheit,14,0.0164,0.0009,0.001,0.0009,0.0123,0.0001,0.0015,0.0001,0.0002,0.0002,0.0154,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
angst,13,0.0012,0.0009,0.0186,0.0009,0.0001,0.0001,0.0015,0.0001,0.0002,0.0316,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
bürgerrecht,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0193,0.0002,0.0002,0.0001,0.0001,0.0124,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
ergebnis,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0221,0.0015,0.0002,0.0002,0.0032,0.0002,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
fähigkeit,13,0.0011,0.0009,0.0007,0.001,0.0054,0.0001,0.0015,0.0001,0.0002,0.003,0.0233,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
grundrecht,13,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0336,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
handlung,13,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0014,0.0001,0.0002,0.0002,0.0024,0.005,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0012,0.0195
information,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0001,0.0103,0.0002,0.0002,0.0001,0.0036,0.0001,0.0001,0.0007,0.0002,0.0016,0.02,0.0003
miteinander,13,0.0012,0.0009,0.0007,0.0009,0.0139,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0043,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
rassismus,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0349,0.0002,0.003,0.0002,0.0027,0.0001,0.0018,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
sexuell,13,0.0012,0.0009,0.0007,0.001,0.0001,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0265,0.0007,0.0002,0.0016,0.0001,0.0003
theorie,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0001,0.0015,0.0326,0.0002,0.0002,0.0002,0.0005,0.0047,0.0001,0.0001,0.0007,0.0002,0.0016,0.0001,0.0003
vielfalt,13,0.0012,0.0009,0.0007,0.0268,0.0127,0.0001,0.0015,0.0001,0.0002,0.0002,0.0002,0.0108,0.0001,0.0001,0.0001,0.0007,0.0002,0.0016,0.0046,0.0003
wertmaßstäbe,13,0.0012,0.0009,0.0007,0.0009,0.0001,0.0184,0.0015,0.0001,0.0002,0.0002,0.0089,0.0001,0.0001,0.0001,0.0001,0.0007,0.0002,0.0017,0.0001,0.0003
